versioned_name,base_name,version,status,bucket,category,relevance_score,group_name,title,abstract,datatracker_url,date_seen,error
draft-das-execution-finality-deployment-01,draft-das-execution-finality-deployment,1,new-draft,read_now,authorization,19,none,Execution-Finality Architecture for AI and Autonomous Critical Systems,"AI models, agents, and autonomous services increasingly initiate
   payments, communications, data releases, infrastructure changes, and
   physical actions in critical systems.  Authentication, authorization,
   human approval, proof of possession, attestation, policy evaluation,
   and audit are important, but none of them alone establishes that the
   exact operation becoming externally effective is the operation that
   was authorized and remains permitted under current protected state.

   This document defines an execution-finality architecture in which a
   proposed operation remains non-effective until a mandatory
   enforcement function controlling the effectuation boundary
   reconstructs the actual operation, verifies exact-act binding and
   current protected state, prevents replay or stale authority, and
   couples the decision to the resulting consequence through an atomic
   or equivalently crash-consistent transition.  The document explains
   why latency is only one engineering consideration and is often not
   the dominant problem.  Consequence-path completeness, deterministic
   act representation, protected state, atomicity, crash recovery, safe
   degraded operation, and legacy-system integration are usually harder
   requirements.

   A detailed FAQ addresses whether placing OAuth at the last
   irreversible execution boundary is the same architecture.  It is not
   automatically equivalent merely because a token, scope, or sender-
   constrained proof is checked at that location.  An OAuth-protected
   implementation is functionally equivalent only when it also
   exclusively mediates every consequence path, reconstructs and binds
   all consequence-relevant fields, revalidates authoritative current
   state, enforces replay and generation controls, atomically couples
   authorization consumption to the exact effect, and provides safe
   failure and recovery semantics.  In that case, the implementation is
   functioning as the Finality Sink, regardless of terminology.  The
   document also identifies the division of responsibility and possible
   relevance of OAuth, RATS, WIMSE, Web Bot Auth, other IETF
   communities, and longer-term IRTF research.  This document is
   architectural and informational; it does not define a wire protocol.",https://datatracker.ietf.org/doc/draft-das-execution-finality-deployment/,2026-09-24,
draft-das-execution-finality-enforcement-profiles-02,draft-das-execution-finality-enforcement-profiles,2,new-draft,read_now,trust_infrastructure,38,none,"Execution Finality at External-Effect Boundaries: Enforcement Profiles for 6G, AI-Native RAN, RF, ISAC, Accelerated Compute, Devices, and Autonomous Systems","AI-native and autonomous infrastructure is increasingly able to
   generate, optimize, schedule, route, transmit, disclose, render,
   allocate, encrypt, modify network state, control radio resources, and
   initiate physical or machine actions without a human decision at
   every step.  An agentic AI system may generate a tool call or machine
   instruction; an AI-native RAN may compute a beam, handover, power,
   spectrum, routing, slicing, or topology change; an integrated sensing
   and communication (ISAC) system may generate sensing information for
   release or fusion; an O-RAN xApp or rApp may generate a network-
   control instruction; an accelerator may produce a routing,
   scheduling, inference, or resource-allocation result; or an
   autonomous controller may prepare a cyber-physical actuation.
   Successful computation, authentication, attestation, access
   authorization, credential possession, or execution inside a trusted
   environment does not, by itself, establish authority for the
   resulting operation to become externally effective.

   This document describes a protected execution-finality architecture
   in which that distinction is machine-enforced.  A proposed
   consequential operation is represented as a Candidate Act and remains
   in a Non-Effective State while a Protected Enforcement Domain
   establishes a machine-verifiable act descriptor, validates applicable
   machine-verifiable authority predicates, and performs, consumes,
   advances, or references applicable protected state.  The resulting
   state is represented by an applicable protected-state representation,
   and Protected Validation Evidence is committed before, or atomically
   with, authorization of availability of a scoped non-bearer
   capability.  The capability is machine-verifiably or
   cryptographically bound to the specific Candidate Act, the act
   descriptor or its digest, the committed validation evidence,
   applicable protected state, freshness constraints, permitted
   effectuation scope, the relevant execution-finality boundary, and the
   applicable Finality Sink.

   The Finality Sink is positioned at or before the point at which the
   Candidate Act would first acquire an externally meaningful
   consequence.  Before effectuation, the Finality Sink performs a
   machine-enforced capability-validity check and permits the Candidate
   Act to cross the execution-finality boundary only when the required
   bindings, protected state, validation evidence, freshness conditions,
   and effectuation scope remain valid.  Absence, expiry, revocation,
   exhaustion, replay, staleness, mismatch, timeout, unverifiability,
   indeterminacy, scope failure, binding failure, or failure of a
   required preceding protected operation causes the architecture to
   fail closed, leaving the Candidate Act non-effective.

   The document provides 132 detailed Enforcement Profiles that
   instantiate this common architecture at materially different
   consequence boundaries.  The profiles cover agentic AI tool calls and
   machine instructions; AI-native RAN and RF control; integrated
   sensing and communication (ISAC); sensing-result, location,
   telemetry, and metadata release; restricted-content delivery,
   decryption, decoding, recommendation, and rendering; derivative,
   transformed, synthetic, and AI-modified content; VPN, proxy,
   encrypted-DNS, encrypted-session, and tunnel establishment; cyber-
   physical, robotic, vehicle, industrial, and actuator control; network
   exposure, CAPIF, northbound APIs, and operator-controlled
   capabilities; distributed, edge, joint communication-compute, and in-
   network compute; shared AI-RAN accelerators and deterministic
   resource isolation; O-RAN xApp, rApp, A1, E2, and O1 control paths;
   cloud-native and virtualized RAN; network slicing, routing, topology,
   service-function-chain, and autonomous-network operations; ambient,
   passive, batteryless, backscatter, and zero-energy IoT; device wake
   and RF-energy admission; dynamic spectrum occupancy and spectrum
   authorization; RF, millimetre-wave, sub-THz, and future-band
   emission; reconfigurable intelligent surfaces; cooperative and
   distributed radio; post-quantum and hybrid cryptographic activation;
   RAN AI-model mutation; hardware-controlled location release;
   speculative decoding and target-model reconciliation; persistent and
   vector memory; deferred, scheduled, recurring, and trigger-
   conditioned acts; tool, plug-in, MCP-server, and external-agent
   supply-chain re-attestation; neural-state descriptors and privacy-
   preserving neural proofs; neural Candidate Act fragments; neural
   trust segmentation and influence-threshold enforcement; hardware-
   isolated neural-influence shadow auditing; multimodal sensory
   provenance; distributed multi-GPU neural execution and secure
   interconnect binding; unknown-agent marketplace recruitment and trust
   establishment; two-instance collection-time and execution-time cross-
   committed validation with independent protected enforcement domains;
   boundary-local reconstruction of the actual pending operation;
   attested measurement paths; atomic verify-and-effectuate and compare-
   and-commit enforcement; distributed partial-share finality without
   centralized authority reconstruction; sink-rooted finality evidence
   for dependent operations; readable-data operational inertness; cross-
   committed multi-agent delegation chains; autonomous cloud-control-
   plane and telco-cloud commit control; AI-mediated voice, video,
   recording, call-transfer, and communication-response control;
   separate computation authority and produced-output finality
   authority; produced-output canonicalization and output-derived digest
   binding; effectuation-enabling-resource withholding and execution-
   substrate technical non-completability; first-usable, location-
   neutral effectuation-boundary control; output grounding-to-
   effectuation correspondence; and accelerator, DMA, RDMA, memory,
   interconnect, SmartNIC, DPU, and other hardware-egress boundaries.
   Each profile identifies the relevant Candidate Act, authority
   predicates, protected state, capability scope, Finality Sink,
   execution-finality boundary, and externally effective consequence
   while inheriting the common execution-finality model.

   The architectural question addressed here is complementary to, rather
   than a replacement for, current industry work on AI-native and future
   communications.  Publicly described work from Qualcomm, Nokia,
   NVIDIA, Samsung, Ericsson, and Huawei is relevant to areas covered by
   these profiles, including AI-native 6G, AI-RAN, accelerated and
   shared compute, programmable and autonomous RAN control, RF and
   spectrum operation, ISAC, cloud-native networking, energy
   optimization, and increasingly autonomous network-management loops.
   The present document addresses a narrower enforcement question that
   arises at or immediately before consequence: after an AI model,
   network function, accelerator, application, controller, or autonomous
   agent has successfully computed or prepared an operation, what
   machine-verifiable authority must exist at the exact external-effect
   boundary before that specific operation is allowed to take effect?
   The named organizations are referenced solely to identify publicly
   relevant technical directions; no affiliation, review, adoption,
   approval, endorsement, or participation by any named organization is
   implied.

   The common invariant across all profiles is therefore: computation
   may produce a Candidate Act, but computation is not authority for
   consequence.

   In conventional engineering terminology, the architecture can be
   understood as a consequence-side policy-enforcement point or
   reference monitor combined, where appropriate, with a safety
   interlock or command/actuation gate, exact-parameter cryptographic
   binding, anti-replay and monotonic protected state, fencing or
   generation epochs, bounded capability semantics, and a time-of-check/
   time-of-use-resistant verify-and-commit transition.  These terms are
   functional analogues rather than required component names: an
   implementation can use different protocol names, packaging, hardware
   blocks, control-plane terminology, or industry vocabulary and still
   implement the same technical pattern when the same enforcement
   sequence and invariants are present.

   Profiles 184 through 213 add package-interconnect acceptance,
   exception-path and fault-report egress, transmission-quota grant,
   asserted-prior-authorization, non-transfer coherence visibility,
   runtime capacity arrival, PHY link-state, in-path component, post-
   attestation interface-protection, test-path egress, electrical and
   clock prerequisite, and virtual-channel admission finality, together
   with commercially mapped profiles for multi-accelerator tensor
   egress, CXL extent assign-and-reclaim, DPU host-bypass denial,
   produced-inference-output release, accelerator tenant rebind,
   destination-jurisdiction egress, agentic tool-call dispatch, key-
   value-cache admission, model-weight activation, co-packaged optical-
   lane enablement, training-contribution admission, secret unwrap,
   streaming-token release, retrieved-context admission, on-device
   sensor binding, radio and UPF emission, cross-application on-device
   assistant capability, and telemetry or debug egress.  The silicon-
   layer extension profiles additionally cover CXL-class coherent memory
   pooling and ownership transitions; UCIe-class chiplet attach and die-
   to-die manageability; accelerator scale-up-fabric remote load, store,
   atomic, and route operations; confidential accelerator contexts and
   secret provisioning; IOMMU/SMMU, PASID, ATS, DMA-aperture, and peer-
   to-peer translation state; HBM4-class memory-region reassignment and
   residual-state control; DPU/SuperNIC host-independent network and
   storage data paths; co-packaged optics and silicon-photonics optical
   egress; silicon-root-of-trust firmware, microcode, and bitstream
   activation; and on-die memory-system, NoC, cache, and bandwidth
   partition state.",https://datatracker.ietf.org/doc/draft-das-execution-finality-enforcement-profiles/,2026-09-24,
draft-das-execution-handle-02,draft-das-execution-handle,2,new-draft,read_now,trust_infrastructure,50,none,"Possession Is Not Authority: Execution Handle, Sink Verification, Atomic Consumption, and Finality Receipt","Across agentic AI, payments, cloud control planes, industrial
   actuation, and cross-border processing, a machine can prepare a
   concrete operation long before that operation is allowed to become
   externally effective.  Existing protocols already move identity,
   authorization data, attestation results, and signed statements.  They
   do not, by themselves, define the small set of interoperable objects
   required at the effectuation boundary: a canonical Candidate Act
   Descriptor, a scoped non-bearer Execution Handle bound to that exact
   act and to a designated Finality Sink, a verify operation that
   reconstructs the pending effect, an atomic consume that prevents
   replay, and a Finality Receipt that records what was actually
   permitted.

   The residual failure is familiar and does not require token forgery.
   An access token, capability, session cookie, SPIFFE SVID, WIMSE
   credential, OAuth grant, attestation result, or signed mandate can
   remain cryptographically valid while being presented for a different
   tool call, a substituted beneficiary, a second sink, a replayed
   payment, a migrated region, or an alternate administrative path.
   Bearer possession then becomes mistaken for current, act-specific
   authority to effectuate.

   Existing mechanisms already address important adjacent problems.
   OAuth 2.0 and OAuth Rich Authorization Requests can express fine-
   grained authorization data [RFC6749] [RFC9396].  DPoP and
   certificate-bound tokens constrain sender possession [RFC9449]
   [RFC8705].  JWT and CWT carry signed claims [RFC7519] [RFC8392].
   HTTP Message Signatures authenticate individual requests [RFC9421].
   WIMSE addresses workload identity in multi-system environments
   [WIMSE-ARCH].  RATS supplies Evidence and Attestation Results
   [RFC9334].  SCITT supplies signed statements, transparency, and
   receipts [RFC9943].  MCP and similar tool interfaces dispatch agent-
   selected functions.  None of these objects is specified as a non-
   bearer, exact-act, sink-bound, single-use-or-bounded effectuation
   authority whose verification is serialized with protected commit.

   This document specifies those wire objects and the verify/consume/
   receipt exchange.  A Candidate Act remains in a Non-Effective State
   until a Finality Sink reconstructs the security-relevant pending
   operation, verifies that a current Execution Handle authorizes that
   exact operation at that sink, consumes or reserves the handle
   according to its reuse policy, and optionally emits a Finality
   Receipt.  The Execution Handle is not a session token and is not
   valid merely because the caller can present it.

   Prevention is claimed only when exact-act binding, sink binding,
   currentness, reuse policy, consequence-path coverage, and
   verification-to-commit serialization are load-bearing.  If a
   deployment uses ordinary bearer tokens, advisory act identifiers,
   post-hoc logs, or a gateway that can be routed around, the result is
   mitigation or evidence rather than the same prevention guarantee.
   Encoding profiles are provided for JSON and COSE/CWT; the
   architecture requires the semantics, not one exclusive encoding.

   In conventional engineering terms, the architecture is a consequence-
   bound policy enforcement point or reference monitor placed at the
   command/transaction/actuation gate.  It combines cryptographic
   parameter binding, sink or destination binding, freshness and
   fencing/generation checks, protected anti-replay state, and a TOCTOU-
   resistant verify-consume-commit step.  Aerospace and control
   engineers may recognize the role as a safety interlock or command
   gate; payment and distributed-systems engineers may recognize
   transactional authorization plus idempotency/anti-replay state; cloud
   and hardware-security engineers may recognize a protected reference
   monitor or egress enforcement boundary.  Different component names or
   protocol packaging do not change the pattern when the same
   enforcement sequence and failure semantics are implemented.

   Three rejections are expected and are addressed in the body rather
   than dismissed here.  First, a saga, 2PC, or workflow plus ordinary
   tokens already coordinates steps; that coordinator is complementary,
   and is enough only if each sink also reconstructs the live act and
   consumes act-bound authority.  Second, atomic consume is not a
   process-wide lock: SINGLE_USE is per handle, COUNTED and ENVELOPE
   exist for high-QPS classes, and rails that already keep idempotency
   keys already pay this cost.  Third, reconstruction is required only
   at the component that would first make the effect real, over fields
   that sink can observe — not at every mesh hop, and not as blind trust
   in a caller digest.  Reviewers who hold any of those objections are
   asked to read those sections and to supply a counterexample if the
   residual gap is already closed.  Criticism, prior art, and a
   recommendation to stop the work remain invited.",https://datatracker.ietf.org/doc/draft-das-execution-handle/,2026-09-24,
draft-demosra-mtsv-01,draft-demosra-mtsv,1,new-draft,ignored_after_review,ignored_after_review,0,none,Multi-Sheet Tab-Separated Values (MTSV),"This document defines Multi-Sheet Tab-Separated Values (MTSV), a text
   format that carries one or more sheets of tab-separated values in a
   single file.  MTSV is TSV with one additional dimension: sheets are
   separated by the ASCII form feed (FF) character.  A TSV file that
   contains no FF, and no CR other than in CRLF line breaks, is an MTSV
   file.  This document also registers the text/prs.mtsv media type.",https://datatracker.ietf.org/doc/draft-demosra-mtsv/,2026-09-24,
draft-denis-tls-aegis-07,draft-denis-tls-aegis,7,new-draft,ignored_after_review,ignored_after_review,0,none,"AEGIS-based Cipher Suites for TLS 1.3, DTLS 1.3, and QUIC","This document proposes new cipher suites based on the AEGIS family of
   authenticated encryption with associated data (AEAD) algorithms.  The
   suites integrate AEGIS into TLS 1.3, DTLS 1.3, and QUIC.

About This Document

   This note is to be removed before publishing as an RFC.

   Status information for this document may be found at
   https://datatracker.ietf.org/doc/draft-denis-tls-aegis/.

   Source for this draft and an issue tracker can be found at
   https://github.com/jedisct1/draft-denis-tls-aegis.",https://datatracker.ietf.org/doc/draft-denis-tls-aegis/,2026-09-24,
draft-dnoveck-nfsv4-security-17,draft-dnoveck-nfsv4-security,17,new-draft,monitor,authorization,6,none,Security for the NFSv4 Protocols,"This document describes the core security features of the NFSv4
   family of protocols, applying to all minor versions.  The discussion
   includes the use of security features provided by RPC on a per-
   connection basis.  Important aspects of the authorization model,
   related to the use of Access Control Lists, will be specified in a
   separate document.

   The current version of the document is intended, in large part, to
   result in working group discussion regarding existing NFSv4 security
   issues and to provide a framework for addressing these issues and
   obtaining working group consensus regarding necessary changes.

   When the resulting documents (i.e. this document and one derived from
   the separate ACL specification) are eventually published as RFCs,
   they will, by updating these documents, supersede the description of
   security appearing in existing minor version specification documents
   such as RFC 7530 and RFC 8881.",https://datatracker.ietf.org/doc/draft-dnoveck-nfsv4-security/,2026-09-24,
draft-dogru-cedulon-core-01,draft-dogru-cedulon-core,1,new-draft,read_now,verifiable_claims,9,none,Spend Receipts and Payment Rail Reconciliation for AI Agents,"This document addresses auditable payments for AI agents and builds
   upon state-of-the-art HTTP 402, AP2 and credit card systems.  We
   specify a cryptographically secured payment reconciliation protocol
   using a Trade Manifest (a signed offer before payment), a Policy
   Decision Point with default deny, a Spend Receipt (a COSE/CWT claim
   set issued after a gated payment), and rail-extract reconciliation.",https://datatracker.ietf.org/doc/draft-dogru-cedulon-core/,2026-09-24,
draft-editorial-rswg-mathinrfcs-04,draft-editorial-rswg-mathinrfcs,4,new-draft,ignored_after_review,ignored_after_review,0,none,Mathematical notation in RFCs,"This document defines policy and allows new technology for the
   representation of mathematical content in RFCXML and relevant
   publication formats.  After implementation of this policy, the chosen
   mathematical notation format should be used in RFCXML and the HTML
   publication format.",https://datatracker.ietf.org/doc/draft-editorial-rswg-mathinrfcs/,2026-09-24,
draft-farzdusa-webbot-datacollection-01,draft-farzdusa-webbot-datacollection,1,new-draft,read_now,core_identity,12,none,Best Practices for Responsible Web Data Collection,"The IETF develops standards and protocols to make the internet work
   better, adhering to principles of openness and decentralization.
   Industry best practices and protocols for automated web data
   collection have long existed, but have not been documented at the
   IETF.

   For decades, researchers, universities, journalists, public interest
   groups, and commercial entities have used automated tools to access
   and collect public web data (sometimes referred to as data scraping,
   web crawling, or text and data mining) for a wide range of uses
   [I-D.farzdusa-aipref-enduser].  Examples of these uses include
   extraction of pricing information for market intelligence or to
   create a consumer price index, comparative real estate analysis to
   support underwriting of loans and mortgages, webpage archiving to
   preserve human knowledge, preserving government websites to hold
   political powers accountable, journalist research and reporting, and
   university and scientific research.  Recently, innovations in
   artificial intelligence have significantly increased the automated
   collection of public web data, creating tensions between the use of
   AI to equalize and increase access to knowledge and the disruption
   of existing Internet models, including non-profit repositories that
   face increased demands for access and businesses that profit from
   free web access to human viewers.

   This document lists a set of technical best practices that are
   prevalent across industries for the automated collection of public
   web data.  It provides protocols for how automated tools access and
   collect publicly available web data, including volume control,
   transparency, documentation, and access, that can be implemented by
   any automated data collector.  It applies principles of net
   neutrality to the collection of data, providing uniform guidance
   regardless of the identity of the data collector or website
   operator, the location of the collection, or the applicable legal
   jurisdiction.",https://datatracker.ietf.org/doc/draft-farzdusa-webbot-datacollection/,2026-09-24,
draft-fassbender-scitt-time-anchor-07,draft-fassbender-scitt-time-anchor,7,new-draft,read_now,trust_infrastructure,9,none,Bitcoin-Anchored Temporal Proof for Transparency Services,"This document defines a mechanism for temporal anchoring of digital
   artifacts by committing cryptographic hashes to the Bitcoin
   blockchain via the OpenTimestamps protocol.  The resulting proof is
   independently verifiable by any party with access to independently
   validated Bitcoin chain data, without contacting the anchoring
   service.  The SCITT Architecture is used as the primary integration
   example.  No changes to the SCITT architecture are required.",https://datatracker.ietf.org/doc/draft-fassbender-scitt-time-anchor/,2026-09-24,
draft-filsfils-srv6ops-srv6-ai-backend-05,draft-filsfils-srv6ops-srv6-ai-backend,5,new-draft,adjacent_watchlist,ignored_after_review,2,none,SRv6 for Deterministic Path Placement in AI Backends,"This document describes how SRv6 uSID (NEXT-CSID) enables
   deterministic path placement in AI backend fabrics through L3-L4
   integration: the transport stack on the NIC encodes each path as an
   ordered list of segments (a uSID network program) in the packet
   header, while the fabric forwards statelessly.  It explains
   operational benefits including deterministic probing and alignment
   with hyperscale production deployments.",https://datatracker.ietf.org/doc/draft-filsfils-srv6ops-srv6-ai-backend/,2026-09-24,
draft-fossati-seat-early-attestation-07,draft-fossati-seat-early-attestation,7,new-draft,monitor,core_identity,6,none,Using Attestation in Transport Layer Security (TLS) and Datagram Transport Layer Security (DTLS),"The TLS handshake protocol allows authentication of one or both peers
   using static, long-term credentials.  In some cases, it is also
   desirable to ensure that the peer runtime environment is in a secure
   state.  Such an assurance can be achieved using remote attestation
   which is a process by which an entity produces Evidence about itself
   that another party can use to appraise whether that entity is found
   in a secure state.  This document describes a TLS extension that
   enables the negotiation and binding of the TLS authentication key to
   a remote attestation session.  This enables an entity capable of
   producing attestation Evidence, such as a confidential workload
   running in a Trusted Execution Environment (TEE), or an IoT device
   that is trying to authenticate itself to a network access point, to
   present a more comprehensive set of security metrics to its peer.
   This extension has been designed to allow the peers to use any
   attestation technology, in any remote attestation topology, and to
   use them mutually.",https://datatracker.ietf.org/doc/draft-fossati-seat-early-attestation/,2026-09-24,
draft-fossati-seat-expat-04,draft-fossati-seat-expat,4,new-draft,read_now,trust_infrastructure,9,none,Remote Attestation with Exported Authenticators,"This specification defines a method for two parties in a
   communication interaction to exchange Evidence and Attestation
   Results using exported authenticators, as defined in [RFC9261].
   Additionally, it introduces the cmw_attestation extension, which
   allows attestation credentials to be included directly in the
   Certificate message sent during the Exported Authenticator-based
   post-handshake authentication.  The approach supports both the
   passport and background check models from the RATS architecture while
   ensuring that attestation remains bound to the underlying
   communication channel.",https://datatracker.ietf.org/doc/draft-fossati-seat-expat/,2026-09-24,
draft-gandhi-ippm-stamp-mpls-hdr-09,draft-gandhi-ippm-stamp-mpls-hdr,9,new-draft,ignored_after_review,ignored_after_review,0,none,Simple Two-Way Active Measurement Protocol (STAMP) Extensions for Reflecting STAMP Packet MPLS Network Action Headers,"The Simple Two-Way Active Measurement Protocol (STAMP) and its
   optional extensions can be used for Edge-to-Edge (E2E) active
   measurements.  In Situ Operations, Administration, and Maintenance
   (IOAM) data fields can be used for recording and collecting Hop-by-
   Hop (HBH) and E2E operational and telemetry information.  This
   document extends STAMP to reflect MPLS Network Action Sub-Stacks and
   Post-Stack MPLS Headers, for HBH and E2E active measurements, for
   example, by using the IOAM data fields.",https://datatracker.ietf.org/doc/draft-gandhi-ippm-stamp-mpls-hdr/,2026-09-24,
draft-garg-change-01,draft-garg-change,1,new-draft,ignored_after_review,ignored_after_review,0,none,Extensible Provisioning Protocol (EPP) Change Mapping,"This document describes an Extensible Provisioning Protocol (EPP)
   mapping for provisioning and management of change request objects in
   a shared central repository, where a change request is one unit of
   work that is processed by submitting to a workflow to execute the
   linked EPP transform commands in order.  The change request is a
   container with meta-data to ensure that the contained commands are
   processed as a group.",https://datatracker.ietf.org/doc/draft-garg-change/,2026-09-24,
draft-garg-change-ext-01,draft-garg-change-ext,1,new-draft,ignored_after_review,ignored_after_review,0,none,Change Extension Mapping for the Extensible Provisioning Protocol,"This document describes an Extensible Provisioning Protocol (EPP)
   extension of the domain name mapping and the host mapping to link
   transform commands to a change request described in the EPP Change
   Mapping.",https://datatracker.ietf.org/doc/draft-garg-change-ext/,2026-09-24,
draft-geng-sidrops-bgp-drip-00,draft-geng-sidrops-bgp-drip,0,new-draft,ignored_after_review,ignored_after_review,0,none,Dynamic Risk Indication and Propagation in BGP (DRIP),"This document specifies a framework and associated protocol
   extensions for dynamic routing risk propagation and automated
   mitigation in BGP networks.  Building upon Resource Public Key
   Infrastructure (RPKI) Route Origin Validation (ROV), this
   specification defines mechanisms to associate abnormal or hijacked
   routes with related routing entities (e.g., ASes or BGP peers) to
   dynamically depreference associated paths.  Furthermore, it
   introduces extensions to the RPKI-to-Router (RTR) protocol and BGP
   Path Attributes to feedback, distribute, and signal ROA risk
   indicators across Relying Parties (RPs) and BGP Routers, enabling
   proactive and coordinated threat mitigation across network
   boundaries.",https://datatracker.ietf.org/doc/draft-geng-sidrops-bgp-drip/,2026-09-24,
draft-geng-sidrops-regionalized-roa-00,draft-geng-sidrops-regionalized-roa,0,new-draft,adjacent_watchlist,adjacent_watchlist,3,none,AS Hijacking Detection and Mitigation in the Presence of Regionalized ROAs,"Resource Public Key Infrastructure (RPKI) Route Origin Validation
   (ROV) verifies whether an Autonomous System (AS) is authorized to
   originate a given IP prefix.  However, multi-national or
   geographically dispersed ASes often hold IP prefix allocations from
   different Regional Internet Registries (RIRs) or announce specific
   prefixes only within designated geographic regions under a single
   Origin AS.  An attacker located in a different region can maliciously
   announce an authorized prefix under the same legitimate Origin AS,
   effortlessly bypassing standard RPKI ROV.  This document defines the
   concept of ""Regionalized ROA"" (R-ROA), specifies protocol
   enhancements to convey regional scope metadata from Trust Anchors
   down to routers via RPKI-Router protocol extensions, and outlines
   enhanced validation procedures to detect and mitigate intra-AS cross-
   regional route hijacking.",https://datatracker.ietf.org/doc/draft-geng-sidrops-regionalized-roa/,2026-09-24,
draft-gerke-publication-process-reform-08,draft-gerke-publication-process-reform,8,new-draft,ignored_after_review,ignored_after_review,0,none,Publication Process Reform to prevent misuse of AUTH48 or equivalent states,"This document updates the AUTH48 or equivalent process by introducing
   deterministic state-integrity constraints within the IETF Datatracker
   architecture.  It establishes automated validation milestones and
   explicit access controls to prevent late technical modifications
   after the Working Group Last Call, thereby safeguarding the Rough
   Consensus.

   This document updates RFC 7841.",https://datatracker.ietf.org/doc/draft-gerke-publication-process-reform/,2026-09-24,
draft-gersch-sidrops-sovereign-roots-00,draft-gersch-sidrops-sovereign-roots,0,new-draft,read_now,authorization,8,none,Route Origin Authorization via Protected Delegation of Internet Number Resources,"The Resource Public Key Infrastructure (RPKI) provides cryptographic
   route-origin authorization, but its hierarchical authority model does
   not provide a way for a superior authority to permanently divest
   itself of control over a delegated resource.  Even after delegation,
   superior authority remains part of the authorization hierarchy.  This
   document explores a different property: an address-space holder may
   elect a protected delegation boundary beyond which superior
   authorities can no longer reclaim the resource, suppress the holder's
   effective origin authorizations, or create competing allocation or
   route-origin authority.

   The document specifies a hierarchical IPv4 and IPv6 resource registry
   that enforces this property at the state-transition boundary and
   derives Validated ROA Payloads (VRPs) for conventional Route Origin
   Validation (ROV).  It also defines conflict and precedence rules that
   permit protected resources to coexist with RPKI-derived authority
   while leaving routers and the RPKI itself unchanged.  The mechanism
   can provide origin authorization for resources not currently
   protected by RPKI, including legacy resources, but does not depend on
   such resources remaining outside RPKI.  It is intended for
   experimental deployment alongside RPKI rather than as a replacement
   for RPKI or the Regional Internet Registry system.",https://datatracker.ietf.org/doc/draft-gersch-sidrops-sovereign-roots/,2026-09-24,
draft-gilda-wimse-agent-audit-record-00,draft-gilda-wimse-agent-audit-record,0,new-draft,read_now,core_identity,13,none,An Audit Record Format for AI Agent Authorization Decisions,"This document defines a record format for AI agent authorization
   decisions.  The format is one in-toto predicate type, signed inside a
   DSSE envelope.  It carries the seven minimum audit fields that the
   WIMSE AI Identity Management System framework requires, and two
   properties that make those fields checkable: a canonicalization
   contract, and both the authorization decision and the observed effect
   with a derived three-valued agreement between them.  That framework
   places the record format out of scope and takes no IANA action.  This
   document supplies the format.  It defines no policy.",https://datatracker.ietf.org/doc/draft-gilda-wimse-agent-audit-record/,2026-09-24,
draft-gondwana-dkim2-debug-header-00,draft-gondwana-dkim2-debug-header,0,new-draft,ignored_after_review,ignored_after_review,0,none,A Diagnostic Header Field for DKIM2 Implementations,"Implementations of DomainKeys Identified Mail Signatures v2 (DKIM2)
   benefit from seeing extra debug information during the early
   deployment phase.

   This document is intended to help testers, and unlikely to be
   published.",https://datatracker.ietf.org/doc/draft-gondwana-dkim2-debug-header/,2026-09-24,
draft-google-cfrg-libzk-03,draft-google-cfrg-libzk,3,new-draft,adjacent_watchlist,ignored_after_review,2,none,Longfellow ZK,"This document defines an algorithm for generating and verifying a
   succinct non-interactive zero-knowledge argument that for a given
   input x and a circuit C, there exists a witness w, such that C(x,w)
   evaluates to 0.  The technique here combines the MPC-in-the-head
   approach for constructing ZK arguments described in Ligero [ligero]
   with a verifiable computation protocol based on sumcheck for proving
   that C(x,w)=0.",https://datatracker.ietf.org/doc/draft-google-cfrg-libzk/,2026-09-24,
draft-goto-otp-token-01,draft-goto-otp-token,1,new-draft,ignored_after_review,ignored_after_review,0,none,The `OTP-Token` Email Header Field,"This document defines the OTP-Token email header field, which can be
   used to deliver One-Time Passcodes (OTP) in a machine-readable and
   origin-bound manner alongside the human-readable message carrying
   that content today.  Recipient Message User Agents (rMUA) can
   collaborate with other entities in the ecosystem to assist in the
   delivery of these codes to the context which wishes to verify their
   successful delivery.",https://datatracker.ietf.org/doc/draft-goto-otp-token/,2026-09-24,
draft-halpern-rtgwg-not-a-dump-truck-00,draft-halpern-rtgwg-not-a-dump-truck,0,new-draft,ignored_after_review,ignored_after_review,0,none,The IGP is not a Dump Truck,"This document explores addressing the problem of using an IGP to
   carry arbitrary information, often referred to using the phrase ""the
   IGP is not a dump truck"".  It describes the kinds of information
   carried in an IGP and proposes an approach to changing the system.",https://datatracker.ietf.org/doc/draft-halpern-rtgwg-not-a-dump-truck/,2026-09-24,
